,Brand,sku,Available,Name,Price,Unit of Size,Size,Price,Previous Price,Discounted,Markdown Price,Markdown Label,Effective From,Effective Until,Whole Price,Store_ID
136,Sun Bum,871760002098,True,Sun Bum Original SPF 70 Sunscreen Lotion,$20.69,Ounce,8.0,$2.59/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,37
137,Ao Organics,000602564894,True,Ao Organics Liquid Sunscreen Tinted,$27.99,Ounce,4.0,$7.00/oz,$27.99,False,,,,,,37
138,Ao Organics,000602592828,True,Ao Organics Sunscreen Stick Med,$17.99,Ounce,2.0,$9.00/oz,$17.99,False,,,,,,37
139,Little Hands Hawaii,680201860643,True,Little Hands Hawaii Sunscreen Original,$16.99,Ounce,1.0,$16.99/oz,$18.99,True,16.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,16.99,37
140,Little Hands Hawaii,680201860636,True,Little Hands Hawaii Sunscreen Tinted,$16.99,Ounce,4.0,$4.25/oz,$18.99,True,16.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,16.99,37
141,Little Hands Hawaii,852673999477,True,Little Hands Hawaii Tinted Sunscreen,$13.49,Ounce,4.0,$3.37/oz,$15.49,True,13.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.49,37
142,Maui Vera,856930004041,True,Maui Vera Mineral Sunscreen Spf30,$26.99,Ounce,6.5,$4.15/oz,$26.99,False,,,,,,37
143,Maui Vera,856930004058,True,Maui Vera Mineral Sunscreen Spf30,$14.99,Ounce,3.0,$5.00/oz,$14.99,False,,,,,,37
144,Hawaiian Tropic,075486089894,True,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",$11.99,Ounce,6.0,$2.00/oz,$11.99,False,,,,,,37
145,Ao Organics,000274145810,True,Ao Organics Reef Safe Sunscreen Lot,$27.99,Ounce,4.0,$7.00/oz,$27.99,False,,,,,,37
146,Sun Bum,871760001954,True,"Sun Bum Sunscreen Spray, SPF 15",$20.69,Ounce,6.0,$3.45/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,37
147,Neutrogena,086800110804,True,Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50,$19.99,Each,1.0,,$19.99,False,,,,,,37
148,Hawaiian Tropic,075486087463,True,Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15,$10.99,Ounce,8.0,$1.37/oz,$10.99,False,,,,,,37
149,Banana Boat,079656031867,True,"Banana Boat Sport Performance Sunscreen, SPF 50",$13.19,Ounce,8.0,$1.65/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,37
150,Banana Boat,079656031799,True,"Banana Boat Sport Sunscreen Spray, SPF 50+",$13.19,Ounce,6.0,$2.20/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,37
151,Hawaiian Tropic,075486087425,True,"Hawaiian Tropic Sunscreen Tanning Lotion, Spf 4",$11.99,Ounce,8.0,$1.50/oz,$11.99,False,,,,,,37
152,Sun Bum,871760001978,True,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",$20.69,Ounce,6.0,$3.45/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,37
153,Neutrogena,086800112945,True,Neutrogena Neutrogena Sheer Zinc Kids Mineral Sunscreen Broad Spectrum SPF 50+,$16.99,Ounce,3.0,$5.66/oz,$16.99,False,,,,,,37
154,Neutrogena,086800110828,True,Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50,$19.99,Ounce,3.0,$6.66/oz,$19.99,False,,,,,,37
155,Banana Boat,079656024326,True,Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50,$15.49,Ounce,6.0,$2.58/oz,$15.49,False,,,,,,37
156,Banana Boat,079656024340,True,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",$13.99,Ounce,6.0,$2.33/oz,$15.49,True,13.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.99,37
157,Banana Boat,079656049718,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",$11.49,Ounce,8.0,$1.44/oz,$12.99,True,11.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.49,37
158,Banana Boat,079656049725,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",$12.99,Ounce,8.0,$1.62/oz,$14.59,True,12.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,12.99,37
159,Banana Boat,079656004229,True,Banana Boat Ultra Sport Performance SPF 30 Sunscreen,$11.99,Ounce,10.0,$1.20/oz,$11.99,False,,,,,,37
160,Banana Boat,079656031782,True,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",$11.99,Ounce,6.0,$2.00/oz,$13.29,True,11.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.99,37
161,Hawaiian Tropic,075486087470,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",$11.99,Ounce,8.0,$1.50/oz,$13.69,True,11.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.99,37
162,Hawaiian Tropic,075486087609,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",$13.49,Ounce,8.0,$1.69/oz,$14.99,True,13.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.49,37
163,Sun Bum,871760000339,True,Sun Bum Travel Size Moisturizing Sunscreen Lotion SPF70,$12.59,Ounce,3.0,$4.20/oz,$13.99,True,12.59,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,12.59,37
164,Banana Boat,079656044836,True,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,37
165,Hawaiian Tropic,075486091125,True,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",$12.49,Ounce,6.0,$2.08/oz,$13.99,True,12.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,12.49,37
166,Hawaiian Tropic,075486091132,True,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",$13.69,Ounce,1.7,$8.05/oz,$13.69,False,,,,,,37
167,Neutrogena,086800110811,True,Neutrogena Sheer Zinc Face Dry-Touch Sunscreen Broad Spectrum SPF 50 For Sensitive Skin,$18.49,Ounce,2.0,$9.25/oz,$18.49,False,,,,,,37
168,Banana Boat,079656018066,True,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,37
169,Coola,857724008245,True,Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free,$27.99,Ounce,5.0,$5.60/oz,$27.99,False,,,,,,37
170,Coola,857724008252,True,Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango,$27.99,Ounce,5.0,$5.60/oz,$27.99,False,,,,,,37
171,Coola,857724008962,True,Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut,$24.99,Ounce,6.0,$4.17/oz,$24.99,False,,,,,,37
172,Coola,857724008986,True,Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free,$24.99,Ounce,6.0,$4.17/oz,$24.99,False,,,,,,37
173,Hawaiian Tropic,075486087418,True,"Hawaiian Tropic Sunscreen, Lotion, Sheer Touch, Broad Spectrum Spf 8",$10.99,Ounce,8.0,$1.37/oz,$10.99,False,,,,,,37
174,Hawaiian Tropic,075486091170,True,Hawaiian Tropic Everyday Active Lotion SPF 50,$14.99,Ounce,8.0,$1.87/oz,$14.99,False,,,,,,37
175,Hawaiian Tropic,075486089870,True,Hawaiian Tropic Island Sport Lotion SPF 30,$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,37
176,Hawaiian Tropic,075486091149,True,Hawaiian Tropic Everyday Active Clear Spray SPF 50,$14.99,Ounce,6.0,$2.50/oz,$14.99,False,,,,,,37
177,Sun Bum,871760008137,True,Sun Bum Mineral Spray SPF 50,$19.99,Each,1.0,,$19.99,False,,,,,,37
178,Sun Bum,871760002975,True,"Sun Bum Face Lotion, SPF 50",$17.19,Ounce,3.0,$5.73/oz,$18.99,True,17.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,17.19,37
179,Hawaiian Tropic,075486091927,True,Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50,$13.49,Ounce,6.0,$2.25/oz,$14.99,True,13.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.49,37
180,Sun Bum,871760007727,True,Sun Bum Mineral Lotion Face SPF 30,$24.99,Each,1.0,,$24.99,False,,,,,,37
181,Sun Bum,871760008144,True,Sun Bum Mineral Lotion SPF 30,$20.99,Each,1.0,,$20.99,False,,,,,,37
182,Sun Bum,871760007666,True,Sun Bum Baby Spray SPF 50,$19.99,Ounce,1.0,$19.99/oz,$19.99,False,,,,,,37
183,Banana Boat,079656024692,True,Banana Boat Kids Sport Stick SPF 50,$7.99,Ounce,0.5,$15.98/oz,$7.99,False,,,,,,37
184,Banana Boat,079656016819,True,"Banana Boat Kid's Sport Lotion, SPF 50",$13.19,Ounce,6.0,$2.20/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,37
185,Alba Botanica,724742004040,True,Alba Mineral Sunscreen Spf35,$19.99,Ounce,6.0,$3.33/oz,$19.99,False,,,,,,9
186,Sun Bum,871760000322,True,Sun Bum Original SPF 50 Sunscreen Lotion,$12.59,Ounce,3.0,$4.20/oz,$13.99,True,12.59,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,12.59,9
187,Sun Bum,871760001923,True,Sun Bum Original SPF 15 Sunscreen Lotion,$22.99,Ounce,8.0,$2.87/oz,$22.99,False,,,,,,9
188,Sun Bum,871760001930,True,Sun Bum Original SPF 30 Sunscreen Lotion,$20.69,Ounce,8.0,$2.59/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,9
189,Sun Bum,871760001947,True,Sun Bum Original SPF 50 Sunscreen Lotion,$20.69,Ounce,8.0,$2.59/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,9
190,Sun Bum,871760002098,True,Sun Bum Original SPF 70 Sunscreen Lotion,$20.69,Ounce,8.0,$2.59/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,9
191,Little Hands Hawaii,680201860643,True,Little Hands Hawaii Sunscreen Original,$18.99,Ounce,1.0,$18.99/oz,$18.99,False,,,,,,9
192,Little Hands Hawaii,680201860636,True,Little Hands Hawaii Sunscreen Tinted,$18.99,Ounce,4.0,$4.75/oz,$18.99,False,,,,,,9
193,Little Hands Hawaii,852673999477,True,Little Hands Hawaii Tinted Sunscreen,$15.49,Ounce,4.0,$3.87/oz,$15.49,False,,,,,,9
194,Hawaiian Tropic,075486089894,True,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,9
195,Sun Bum,871760001954,True,"Sun Bum Sunscreen Spray, SPF 15",$22.99,Ounce,6.0,$3.83/oz,$22.99,False,,,,,,9
196,Neutrogena,086800110804,True,Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50,$19.99,Each,1.0,,$19.99,False,,,,,,9
197,Hawaiian Tropic,075486087463,True,Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15,$11.99,Ounce,8.0,$1.50/oz,$13.69,True,11.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.99,9
198,Alba Botanica,724742003814,True,"Alba Botanica Sunscreen Sensitive Spray, SPF 50",$19.99,Ounce,6.0,$3.33/oz,$19.99,False,,,,,,9
199,Banana Boat,079656031867,True,"Banana Boat Sport Performance Sunscreen, SPF 50",$13.19,Ounce,8.0,$1.65/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,9
200,Banana Boat,079656031799,True,"Banana Boat Sport Sunscreen Spray, SPF 50+",$13.19,Ounce,6.0,$2.20/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,9
201,Sun Bum,871760001978,True,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",$22.99,Ounce,6.0,$3.83/oz,$22.99,False,,,,,,9
202,Neutrogena,086800110828,True,Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50,$19.99,Ounce,3.0,$6.66/oz,$19.99,False,,,,,,9
203,Alba Botanica,724742008437,True,"Alba Botanica Hawaiian Sunscreen, Nourishing Coconut SPF 50",$20.49,Ounce,6.0,$3.42/oz,$20.49,False,,,,,,9
204,Banana Boat,079656024326,True,Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50,$13.99,Ounce,6.0,$2.33/oz,$15.49,True,13.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.99,9
205,Banana Boat,079656024340,True,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",$12.79,Ounce,6.0,$2.13/oz,$12.79,False,,,,,,9
206,Banana Boat,079656049718,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",$11.49,Ounce,8.0,$1.44/oz,$12.99,True,11.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.49,9
207,Banana Boat,079656049725,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",$14.59,Ounce,8.0,$1.82/oz,$14.59,False,,,,,,9
208,Banana Boat,079656031775,True,Banana Boat Ultra Sport Performance SPF 15 Sunscreen,$11.49,Ounce,6.0,$1.92/oz,$11.49,False,,,,,,9
209,Banana Boat,079656004229,True,Banana Boat Ultra Sport Performance SPF 30 Sunscreen,$12.99,Ounce,10.0,$1.30/oz,$12.99,False,,,,,,9
210,Banana Boat,079656031782,True,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",$13.29,Ounce,6.0,$2.22/oz,$13.29,False,,,,,,9
211,Hawaiian Tropic,075486087470,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",$11.99,Ounce,8.0,$1.50/oz,$13.69,True,11.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.99,9
212,Hawaiian Tropic,075486087609,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",$13.49,Ounce,8.0,$1.69/oz,$14.99,True,13.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.49,9
213,Banana Boat,079656044836,True,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,9
214,Alba Botanica,724742008253,True,Alba Botanica Hawaiian Sunscreen Soothing Aloe Vera Spf 30,$14.99,Ounce,4.0,$3.75/oz,$14.99,False,,,,,,9
215,Alba Botanica,724742008277,True,"Alba Botanica Hawaiian Sunscreen, Revitalizing Green Tea Spf 45",$14.99,Ounce,4.0,$3.75/oz,$14.99,False,,,,,,9
216,Alba Botanica,724742003821,True,"Alba Botanica Sunscreen Active Kids Clear Spray, SPF 50",$19.99,Ounce,6.0,$3.33/oz,$19.99,False,,,,,,9
217,Hawaiian Tropic,075486091125,True,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",$12.49,Ounce,6.0,$2.08/oz,$13.99,True,12.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,12.49,9
218,Hawaiian Tropic,075486091132,True,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",$13.69,Ounce,1.7,$8.05/oz,$13.69,False,,,,,,9
219,Banana Boat,079656018066,True,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,9
220,Coola,857724008245,True,Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free,$27.99,Ounce,5.0,$5.60/oz,$27.99,False,,,,,,9
221,Coola,857724008252,True,Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango,$27.99,Ounce,5.0,$5.60/oz,$27.99,False,,,,,,9
222,Coola,857724008962,True,Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut,$24.99,Ounce,6.0,$4.17/oz,$24.99,False,,,,,,9
223,Coola,857724008986,True,Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free,$24.99,Ounce,6.0,$4.17/oz,$24.99,False,,,,,,9
224,Hawaiian Tropic,075486091170,True,Hawaiian Tropic Everyday Active Lotion SPF 50,$14.99,Ounce,8.0,$1.87/oz,$14.99,False,,,,,,9
225,Hawaiian Tropic,075486089863,True,Hawaiian Tropic Island Sport Lotion SPF 15,$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,9
226,Hawaiian Tropic,075486089870,True,Hawaiian Tropic Island Sport Lotion SPF 30,$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,9
227,Hawaiian Tropic,075486091507,True,Hawaiian Tropic Antioxidant Lotion SPF 30,$13.69,Ounce,6.0,$2.28/oz,$13.69,False,,,,,,9
228,Hawaiian Tropic,075486091514,True,"Hawaiian Tropic Antioxidant Lotion, SPF 50",$14.99,Ounce,6.0,$2.50/oz,$14.99,False,,,,,,9
229,Hawaiian Tropic,075486091149,True,Hawaiian Tropic Everyday Active Clear Spray SPF 50,$14.99,Ounce,6.0,$2.50/oz,$14.99,False,,,,,,9
230,Sun Bum,871760002975,True,"Sun Bum Face Lotion, SPF 50",$18.99,Ounce,3.0,$6.33/oz,$18.99,False,,,,,,9
231,Hawaiian Tropic,075486091927,True,Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50,$13.49,Ounce,6.0,$2.25/oz,$14.99,True,13.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.49,9
232,Sun Bum,871760007666,True,Sun Bum Baby Spray SPF 50,$19.99,Ounce,1.0,$19.99/oz,$19.99,False,,,,,,9
233,Banana Boat,079656024692,True,Banana Boat Kids Sport Stick SPF 50,$7.99,Ounce,0.5,$15.98/oz,$7.99,False,,,,,,9
234,Hawaiian Tropic,075486132309,True,Hawaiian Tropic Lip Balm SPF30,$3.50,Ounce,0.15,$23.33/oz,$3.99,True,3.5,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,3.5,9
235,Sun Bum,871760000322,True,Sun Bum Original SPF 50 Sunscreen Lotion,$13.99,Ounce,3.0,$4.66/oz,$13.99,False,,,,,,31
236,Hawaiian Tropic,075486091828,True,"Hawaiian Tropic Sunscreen Mist, Antioxidant+, SPF 30",$10.99,Ounce,3.4,$3.23/oz,$10.99,False,,,,,,31
237,Sun Bum,871760001930,True,Sun Bum Original SPF 30 Sunscreen Lotion,$22.99,Ounce,8.0,$2.87/oz,$22.99,False,,,,,,31
238,Sun Bum,871760002098,True,Sun Bum Original SPF 70 Sunscreen Lotion,$20.69,Ounce,8.0,$2.59/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,31
239,Hawaiian Tropic,075486089894,True,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,31
240,Hawaiian Tropic,075486091859,True,"Hawaiian Tropic Silk Hydration Lotion Sunscreen, SPF 30",$13.69,Ounce,6.0,$2.28/oz,$13.69,False,,,,,,31
241,Neutrogena,086800110804,True,Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50,$19.99,Each,1.0,,$19.99,False,,,,,,31
242,Hawaiian Tropic,075486087463,True,Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15,$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,31
243,Banana Boat,079656031867,True,"Banana Boat Sport Performance Sunscreen, SPF 50",$11.99,Ounce,8.0,$1.50/oz,$11.99,False,,,,,,31
244,Banana Boat,079656031799,True,"Banana Boat Sport Sunscreen Spray, SPF 50+",$13.19,Ounce,6.0,$2.20/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,31
245,Sun Bum,871760001978,True,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",$20.69,Ounce,6.0,$3.45/oz,$22.99,True,20.69,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,20.69,31
246,Hawaiian Tropic,075486132538,True,Hawaiian Tropic Mineral Translucent Sunscreen Powder Brush SPF 30,$23.99,Ounce,0.15,$159.93/oz,$23.99,False,,,,,,31
247,Neutrogena,086800110828,True,Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50,$19.99,Ounce,3.0,$6.66/oz,$19.99,False,,,,,,31
248,Banana Boat,079656024326,True,Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50,$12.79,Ounce,6.0,$2.13/oz,$12.79,False,,,,,,31
249,Banana Boat,079656024340,True,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",$15.49,Ounce,6.0,$2.58/oz,$15.49,False,,,,,,31
250,Banana Boat,079656049718,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",$11.49,Ounce,8.0,$1.44/oz,$12.99,True,11.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.49,31
251,Banana Boat,079656049725,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",$14.59,Ounce,8.0,$1.82/oz,$14.59,False,,,,,,31
252,Banana Boat,079656031775,True,Banana Boat Ultra Sport Performance SPF 15 Sunscreen,$11.49,Ounce,6.0,$1.92/oz,$11.49,False,,,,,,31
253,Banana Boat,079656031782,True,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",$11.99,Ounce,6.0,$2.00/oz,$11.99,False,,,,,,31
254,Hawaiian Tropic,075486087470,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,31
255,Hawaiian Tropic,075486087609,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",$13.49,Ounce,8.0,$1.69/oz,$14.99,True,13.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.49,31
256,Banana Boat,079656044836,True,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",$11.99,Ounce,6.0,$2.00/oz,$11.99,False,,,,,,31
257,Hawaiian Tropic,075486091125,True,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",$13.99,Ounce,6.0,$2.33/oz,$13.99,False,,,,,,31
258,Banana Boat,079656018066,True,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",$12.49,Ounce,6.0,$2.08/oz,$12.49,False,,,,,,31
259,Hawaiian Tropic,075486091507,True,Hawaiian Tropic Antioxidant Lotion SPF 30,$13.69,Ounce,6.0,$2.28/oz,$13.69,False,,,,,,31
260,Hawaiian Tropic,075486091514,True,"Hawaiian Tropic Antioxidant Lotion, SPF 50",$14.99,Ounce,6.0,$2.50/oz,$14.99,False,,,,,,31
261,Hawaiian Tropic,075486091149,True,Hawaiian Tropic Everyday Active Clear Spray SPF 50,$14.99,Ounce,6.0,$2.50/oz,$14.99,False,,,,,,31
262,Hawaiian Tropic,075486112110,True,Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30,$19.69,Ounce,3.4,$5.79/oz,$19.69,False,,,,,,31
263,Hawaiian Tropic,075486112141,True,Hawaiian Tropic Mineral Skin Nourishing Milk SPF 50,$18.99,Ounce,3.4,$5.59/oz,$18.99,False,,,,,,31
264,Sun Bum,871760002975,True,"Sun Bum Face Lotion, SPF 50",$18.99,Ounce,3.0,$6.33/oz,$18.99,False,,,,,,31
265,Hawaiian Tropic,075486091866,True,Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50,$12.49,Ounce,6.0,$2.08/oz,$12.49,False,,,,,,31
266,Hawaiian Tropic,075486091927,True,Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50,$14.99,Ounce,6.0,$2.50/oz,$14.99,False,,,,,,31
267,Banana Boat,079656024692,True,Banana Boat Kids Sport Stick SPF 50,$7.99,Ounce,0.5,$15.98/oz,$7.99,False,,,,,,31
268,Banana Boat,079656016819,True,"Banana Boat Kid's Sport Lotion, SPF 50",$13.19,Ounce,6.0,$2.20/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,31
269,Hawaiian Tropic,075486089894,True,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",$11.99,Ounce,6.0,$2.00/oz,$11.99,False,,,,,,19
270,Hawaiian Tropic,075486091859,True,"Hawaiian Tropic Silk Hydration Lotion Sunscreen, SPF 30",$10.99,Ounce,6.0,$1.83/oz,$10.99,False,,,,,,19
271,Neutrogena,086800110804,True,Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50,$16.99,Each,1.0,,$16.99,False,,,,,,19
272,Hawaiian Tropic,075486087463,True,Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15,$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,19
273,Banana Boat,079656031867,True,"Banana Boat Sport Performance Sunscreen, SPF 50",$11.99,Ounce,8.0,$1.50/oz,$11.99,False,,,,,,19
274,Banana Boat,079656031799,True,"Banana Boat Sport Sunscreen Spray, SPF 50+",$13.19,Ounce,6.0,$2.20/oz,$14.69,True,13.19,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.19,19
275,Neutrogena,086800110828,True,Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50,$19.99,Ounce,3.0,$6.66/oz,$19.99,False,,,,,,19
276,Banana Boat,079656024326,True,Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50,$15.49,Ounce,6.0,$2.58/oz,$15.49,False,,,,,,19
277,Banana Boat,079656024340,True,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",$13.99,Ounce,6.0,$2.33/oz,$15.49,True,13.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,13.99,19
278,Banana Boat,079656049718,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",$11.49,Ounce,8.0,$1.44/oz,$12.99,True,11.49,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.49,19
279,Banana Boat,079656049725,True,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",$12.99,Ounce,8.0,$1.62/oz,$14.59,True,12.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,12.99,19
280,Banana Boat,079656004229,True,Banana Boat Ultra Sport Performance SPF 30 Sunscreen,$11.99,Ounce,10.0,$1.20/oz,$11.99,False,,,,,,19
281,Banana Boat,079656031782,True,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",$11.99,Ounce,6.0,$2.00/oz,$13.29,True,11.99,Maika`i Member Price,2023-04-05T10:00:00,2023-04-12T09:59:59,11.99,19
282,Hawaiian Tropic,075486087470,True,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",$13.69,Ounce,8.0,$1.71/oz,$13.69,False,,,,,,19
