Unnamed: 0,URL,Item Name,Ingredients,Reef Safe Determination
34,https://www.sunbum.com//products/mineral-spf-30-sunscreen-face-lotion,Mineral SPF 30 Sunscreen Face Lotion– Sun Bum,"Active Ingredients: Titanium Dioxide 5.3%, Zinc Oxide 2.4%Inactive Ingredients: cyclopentasiloxane, isopropyl myristate, polyamide-5, dimethicone crosspolymer, stearalkonium hectorite, polysilicone-11, oryza sativa (rice) bran extract, rosmarinus officinalis (rosemary) leaf extract, helianthus annuus (sunflower) extract, tocopherol, propylene carbonate, hydrogen dimethicone, aluminum hydroxide, silica silylate",2
35,https://www.sunbum.com//products/mineral-spf-30-tinted-sunscreen-face-lotion-1-7oz,Tinted Mineral Sunscreen Face Primer SPF 30 | Sun Bum,"Active Ingredients: Titanium Dioxide 5.8%, Zinc Oxide 2.4%Inactive Ingredients: cyclopentasiloxane, isopropyl myristate, polyamide-5, dimethicone crosspolymer, stearalkonium hectorite, polysilicone-11, oryza sativa (rice) bran extract, rosmarinus officinalis (rosemary) leaf extract, helianthus annuus (sunflower) extract, tocopherol, mica, iron oxides, propylene carbonate, synthetic wax, hydrogen dimethicone, isopropyl titanium triisostearate, aluminum hydroxide, silica silylate, octyldodecyl oleate",2
36,https://www.sunbum.com//products/mineral-spf-50-sunscreen-face-stick-0-45-oz,Mineral Sunscreen Face Stick SPF 50 | Sun Bum,"Active Ingredient: Zinc Oxide 19.2%Inactive Ingredients: Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Oryza Sativa (Rice Bran) Wax, Euphorbia Cerifera (Candelilla) Wax, Butyloctyl Salicylate, Copernicia Cerifera (Carnauba) Wax, Ozokerite, Butyrospermum Parkii (Shea Butter), Oryzanol, Carthamu Tinctorium (Safflower) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Jojoba Esters, Tocopherol, Bisabolol",2
37,https://www.sunbum.com//products/mineral-spf-30-sunscreen-lip-balm,"Sunscreen Lip Balm, SPF 30, Mineral | Sun Bum","Active Ingredient: Zinc Oxide 8%Inactive Ingredients: prunus amydalus dulcis (sweet almond) oil, simmondsia chinensis (jojoba) seed oil, butyrospermum parkii (shea) butter, cera alba (beeswax), euphorbia cerifera (candelilla) wax, argania spinosa kernel (argan) oil, caprylic/capric triglyceride, tocopheryl acetate, copernica cerifera (carnauba) wax, tocopherol, glycine soja (soybean) oil, glyceryl caprylate, bisabolol, polyhydroxystearic acid, polyglyceryl-3-polyrincoleate, isostearic acid, lecithin, glyceryl undecylenate",2
38,https://www.sunbum.com//products/signature-spf-50-sunscreen-lotion-3oz,"Sunscreen Lotion SPF 50, Signature (3oz) | Sun Bum","Actives: Octocrylene 10%, Octisalate 5%, Zinc Oxide 10%Inactive Ingredients: water, C12-15 alkyl benzoate, trimethylpentanediol/adipic acid copolymer, butyrospermum parkii (shea) butter, glycerin, polyester-8, arachidyl alcohol, panthenol, aloe barbadensis leaf juice, tocopheryl acetate, sodium hyaluronate, ascorbyl palmitate, beeswax, behenyl alcohol, arachidyl glucoside, sorbitan oleate, sorbitol, lecithin, xanthan gum, oleic acid, glyceryl caprylate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, Triethoxycaprylylsilane, disodium EDTA, phenoxyethanol, caprylyl glycol, ethylhexylglycerin",1
39,https://www.sunbum.com//products/signature-spf-50-tinted-sunscreen-face-stick,"Tinted Sunscreen Face Stick SPF 50, Signature | Sun Bum","Active Ingredients: Titanium Dioxide 20.8%Inactive Ingredients: butyloctyl salicylate, hydrogenated polydecane, methyl methacrylate crosspolymer, dimethicone, caprylyl methicone, polyethylene, aluminum hydroxide, kaolin, microcrystalline wax, phytosteryl/behenyl/octyldodecyl lauroyl glutamate, isostearic acid, copernicia cerifera (carnauba) wax, C12-15 alkyl benzoate, tocopheryl acetate, iron oxides",2
40,https://www.sunbum.com//products/signature-spf-30-clear-sunscreen-face-stick,"Clear Sunscreen Face Stick SPF 30, Signature | Sun Bum","Homosalate 7.00%, Octocrylene 7.50%, Titanium Dioxide 4.00%, Zinc Oxide 7.00%, Adipic Acid/Diglycol Crosspolymer, Alumina, Beeswax, Ceteareth-20, Cetearyl Alcohol, Dimethicone, Ethylhexyl Palmitate, Methicone, Ozokerite, Paraffin, Tocopherol, Trimethoxycaprylylsilane, VP/Eicosene Copolymer",1
41,https://www.sunbum.com//products/signature-spf-30-sunscreen-lip-balm,"Sunscreen Lip Balm SPF 30, Signature | Sun Bum","Active Ingredients: Zinc Oxide 8%Inactive Ingredients: prunus amydalus dulcis (sweet almond) oil, simmondsia chinensis (jojoba) seed oil, butyrospermum parkii (shea) butter, cera alba (beeswax), euphorbia cerifera (candelilla) wax, argania spinosa kernel (argan) oil, caprylic/capric triglyceride, tocopheryl acetate, copernica cerifera (carnauba) wax, tocopherol, glycine soja (soybean) oil, glyceryl caprylate, bisabolol, polyhydroxystearic acid, polyglyceryl-3-polyrincoleate, isostearic acid, lecithin, glyceryl undecylenatete",2
42,https://www.sunbum.com//products/mineral-spf-50-sunscreen-roll-on-lotion-fragrance-free,Mineral SPF 50 Sunscreen Roll-On Lotion - Fragrance Free– Sun Bum,"Active Ingredients: Titanium Dioxide 3.4%, Zinc Oxide 15.7%Inactive Ingredients: water, butyloctyl salicylate, dicaprylyl carbonate, isononyl isononanoate, propanediol, isocetyl stearoyl stearate, methyl dihydroabietate, cetearyl alcohol, aloe barbadensis leaf juice, musa sapientum (banana) fruit extract, bisabolol, bentonite, cellulose gum, C18-21 alkane, caprylyl glycol, citric acid, coco-glucoside, glycerin, microcrystalline cellulose, polyhydroxystearic acid, sodium gluconate, sodium stearoyl glutamate, tocopherol, polyester-8, silica, alumina, caprylhydroxamic acid",2
43,https://www.sunbum.com//products/spf-50-spray,Mineral SPF 50 Sunscreen Spray - Fragrance Free– Sun Bum,"Active Ingredients: Titanium Dioxide 3.4%, Zinc Oxide 15.7%Inactive Ingredients: Water, Butyloctyl Salicylate, Dicaprylyl Carbonate, Isononyl Isononanoate, Propanediol, Isocetyl Stearoyl Stearate, Methyl Dihydroabietate, Cetearyl Alcohol, Aloe Barbadensis Leaf Juice, Musa Sapientum (Banana) Fruit Extract, Bisabolol, Bentonite, Cellulose Gum, C18-21 Alkane, Caprylyl Glycol, Citric Acid, Coco-Glucoside, Glycerin, Microcrystalline Cellulose, Polyhydroxystearic Acid, Sodium Gluconate, Sodium Stearoyl Glutamate,Tocopherol, Polyester-8, Silica, Alumina, Caprylhydroxamic Acid",2
44,https://www.sunbum.com//products/baby-bum-spf-50-mineral-sunscreen-lotion-fragrance-free-3-oz,"Mineral Sunscreen Lotion SPF 50, Fragrance Free: Baby Bum | Sun Bum","Zinc Oxide (20%), Water, Cocos Nucifera (Coconut) Oil, Butyloctyl Salicylate, Diheptyl Succinate, Methyl Dihydroabietate, Butyrospermum Parkii (Shea Butter), Capryloyl Glycerin/Sebacic Acid Copolymer, Sodium Stearoyl Glutamate, Cetearyl Alcohol, Theobroma Cacao (Cocoa) Seed Butter, Sodium Hyaluronate, Bisabolol, Tocopherol, Coco-Glucoside, Microcrystalline Cellulose, Cellulose Gum, Cetyl Alcohol, Arachidyl Alcohol, Behenyl Alcohol, Arachidyl Glucoside, Polyhydroxystearic Acid, Sodium Gluconate, Phenoxyethanol, Ethylhexylglycerin, Citric Acid",2
45,https://www.sunbum.com//products/baby-bum-spf-50-mineral-sunscreen-face-stick-fragrance-free-0-45-oz,"Mineral Sunscreen Face Stick SPF 50, Fragrance Free: Baby Bum | Sun Bum","Zinc Oxide (19.2%), Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Oryza Sativa (Rice Bran) Wax, Butyloctyl Salicylate, Ozokerite, Copernicia Cerifera (Carnauba) Wax, Butyrospermum Parkii (Shea Butter), Oryzanol, Euphorbia Cerifera (Candelilla) Wax, Theobroma Cacao (Cocoa) Seed Butter, Carthamus Tinctorius (Safflower) Seed Oil, Jojoba Esters, Tocopherol, Bisabolol",2
