id,brand,sku,available,product_name,match_id,price,unit_of_size,size,price_per_size,previous_price,discounted,markdown_price,markdown_label,effective_from,effective_until,whole_price,retailer_store_id
168,Neutrogena,86800110811,1,"Neutrogena Sheer Zinc Face Dry-Touch Sunscreen Broad Spectrum SPF 50 For Sensitive Skin",18,18.49,Ounce,2.00,$9.25/oz,$18.49,0,NULL,NULL,NULL,NULL,NULL,37
169,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,37
170,Coola,857724008245,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",54,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,37
171,Coola,857724008252,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango",53,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,37
172,Coola,857724008962,1,"Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut",14,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,37
173,Coola,857724008986,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free",15,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,37
174,"Hawaiian Tropic",75486087418,1,"Hawaiian Tropic Sunscreen, Lotion, Sheer Touch, Broad Spectrum Spf 8",77,10.99,Ounce,8.00,$1.37/oz,$10.99,0,NULL,NULL,NULL,NULL,NULL,37
175,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,14.99,Ounce,8.00,$1.87/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,37
176,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,37
177,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,37
178,"Sun Bum",871760008137,1,"Sun Bum Mineral Spray SPF 50",100,19.99,Each,1.00,NULL,$19.99,0,NULL,NULL,NULL,NULL,NULL,37
179,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,17.19,Ounce,3.00,$5.73/oz,$18.99,1,17.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.19,37
180,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,13.49,Ounce,6.00,$2.25/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,37
181,"Sun Bum",871760007727,1,"Sun Bum Mineral Lotion Face SPF 30",90,24.99,Each,1.00,NULL,$24.99,0,NULL,NULL,NULL,NULL,NULL,37
182,"Sun Bum",871760008144,1,"Sun Bum Mineral Lotion SPF 30",91,20.99,Each,1.00,NULL,$20.99,0,NULL,NULL,NULL,NULL,NULL,37
183,"Sun Bum",871760007666,1,"Sun Bum Baby Spray SPF 50",92,19.99,Ounce,1.00,$19.99/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,37
184,"Banana Boat",79656024692,1,"Banana Boat Kids Sport Stick SPF 50",11,7.99,Ounce,0.50,$15.98/oz,$7.99,0,NULL,NULL,NULL,NULL,NULL,37
185,"Banana Boat",79656016819,1,"Banana Boat Kid's Sport Lotion, SPF 50",12,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,37
186,"Alba Botanica",724742004040,1,"Alba Mineral Sunscreen Spf35",35,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,9
187,"Sun Bum",871760000322,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,12.59,Ounce,3.00,$4.20/oz,$13.99,1,12.59,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.59,9
188,"Sun Bum",871760001923,1,"Sun Bum Original SPF 15 Sunscreen Lotion",104,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,9
189,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,9
190,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,9
191,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,9
192,"Little Hands Hawaii",680201860643,1,"Little Hands Hawaii Sunscreen Original",83,18.99,Ounce,1.00,$18.99/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,9
193,"Little Hands Hawaii",680201860636,1,"Little Hands Hawaii Sunscreen Tinted",82,18.99,Ounce,4.00,$4.75/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,9
194,"Little Hands Hawaii",852673999477,1,"Little Hands Hawaii Tinted Sunscreen",81,15.49,Ounce,4.00,$3.87/oz,$15.49,0,NULL,NULL,NULL,NULL,NULL,9
195,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,9
196,"Sun Bum",871760001954,1,"Sun Bum Sunscreen Spray, SPF 15",101,22.99,Ounce,6.00,$3.83/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,9
197,Neutrogena,86800110804,1,"Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50",1,19.99,Each,1.00,NULL,$19.99,0,NULL,NULL,NULL,NULL,NULL,9
198,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,9
199,"Alba Botanica",724742003814,1,"Alba Botanica Sunscreen Sensitive Spray, SPF 50",40,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,9
200,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,13.19,Ounce,8.00,$1.65/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,9
201,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,9
202,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,22.99,Ounce,6.00,$3.83/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,9
203,Neutrogena,86800110828,1,"Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50",4,19.99,Ounce,3.00,$6.66/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,9
204,"Alba Botanica",724742008437,1,"Alba Botanica Hawaiian Sunscreen, Nourishing Coconut SPF 50",32,20.49,Ounce,6.00,$3.42/oz,$20.49,0,NULL,NULL,NULL,NULL,NULL,9
205,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,9
206,"Banana Boat",79656024340,1,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",47,12.79,Ounce,6.00,$2.13/oz,$12.79,0,NULL,NULL,NULL,NULL,NULL,9
207,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,11.49,Ounce,8.00,$1.44/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,9
208,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,14.59,Ounce,8.00,$1.82/oz,$14.59,0,NULL,NULL,NULL,NULL,NULL,9
209,"Banana Boat",79656031775,1,"Banana Boat Ultra Sport Performance SPF 15 Sunscreen",7,11.49,Ounce,6.00,$1.92/oz,$11.49,0,NULL,NULL,NULL,NULL,NULL,9
210,"Banana Boat",79656004229,1,"Banana Boat Ultra Sport Performance SPF 30 Sunscreen",48,12.99,Ounce,10.00,$1.30/oz,$12.99,0,NULL,NULL,NULL,NULL,NULL,9
211,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,13.29,Ounce,6.00,$2.22/oz,$13.29,0,NULL,NULL,NULL,NULL,NULL,9
212,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,9
213,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,13.49,Ounce,8.00,$1.69/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,9
214,"Banana Boat",79656044836,1,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",9,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,9
215,"Alba Botanica",724742008253,1,"Alba Botanica Hawaiian Sunscreen Soothing Aloe Vera Spf 30",34,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,9
216,"Alba Botanica",724742008277,1,"Alba Botanica Hawaiian Sunscreen, Revitalizing Green Tea Spf 45",37,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,9
217,"Alba Botanica",724742003821,1,"Alba Botanica Sunscreen Active Kids Clear Spray, SPF 50",39,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,9
218,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,12.49,Ounce,6.00,$2.08/oz,$13.99,1,12.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.49,9
219,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,13.69,Ounce,1.70,$8.05/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,9
220,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,9
221,Coola,857724008245,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",54,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,9
222,Coola,857724008252,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango",53,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,9
223,Coola,857724008962,1,"Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut",14,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,9
224,Coola,857724008986,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free",15,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,9
225,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,14.99,Ounce,8.00,$1.87/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,9
226,"Hawaiian Tropic",75486089863,1,"Hawaiian Tropic Island Sport Lotion SPF 15",64,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,9
227,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,9
228,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,9
229,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,9
230,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,9
231,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,18.99,Ounce,3.00,$6.33/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,9
232,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,13.49,Ounce,6.00,$2.25/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,9
233,"Sun Bum",871760007666,1,"Sun Bum Baby Spray SPF 50",92,19.99,Ounce,1.00,$19.99/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,9
234,"Banana Boat",79656024692,1,"Banana Boat Kids Sport Stick SPF 50",11,7.99,Ounce,0.50,$15.98/oz,$7.99,0,NULL,NULL,NULL,NULL,NULL,9
235,"Hawaiian Tropic",75486132309,1,"Hawaiian Tropic Lip Balm SPF30",80,3.50,Ounce,0.15,$23.33/oz,$3.99,1,3.50,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",3.50,9
236,"Sun Bum",871760000322,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,13.99,Ounce,3.00,$4.66/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,31
237,"Hawaiian Tropic",75486091828,1,"Hawaiian Tropic Sunscreen Mist, Antioxidant+, SPF 30",76,10.99,Ounce,3.40,$3.23/oz,$10.99,0,NULL,NULL,NULL,NULL,NULL,31
238,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,31
239,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,31
240,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,31
241,"Hawaiian Tropic",75486091859,1,"Hawaiian Tropic Silk Hydration Lotion Sunscreen, SPF 30",73,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,31
242,Neutrogena,86800110804,1,"Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50",1,19.99,Each,1.00,NULL,$19.99,0,NULL,NULL,NULL,NULL,NULL,31
243,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,31
244,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,31
245,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,31
246,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,31
247,"Hawaiian Tropic",75486132538,1,"Hawaiian Tropic Mineral Translucent Sunscreen Powder Brush SPF 30",57,23.99,Ounce,0.15,$159.93/oz,$23.99,0,NULL,NULL,NULL,NULL,NULL,31
248,Neutrogena,86800110828,1,"Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50",4,19.99,Ounce,3.00,$6.66/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,31
249,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,12.79,Ounce,6.00,$2.13/oz,$12.79,0,NULL,NULL,NULL,NULL,NULL,31
250,"Banana Boat",79656024340,1,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",47,15.49,Ounce,6.00,$2.58/oz,$15.49,0,NULL,NULL,NULL,NULL,NULL,31
251,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,11.49,Ounce,8.00,$1.44/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,31
252,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,14.59,Ounce,8.00,$1.82/oz,$14.59,0,NULL,NULL,NULL,NULL,NULL,31
253,"Banana Boat",79656031775,1,"Banana Boat Ultra Sport Performance SPF 15 Sunscreen",7,11.49,Ounce,6.00,$1.92/oz,$11.49,0,NULL,NULL,NULL,NULL,NULL,31
254,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,31
255,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,31
256,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,13.49,Ounce,8.00,$1.69/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,31
257,"Banana Boat",79656044836,1,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",9,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,31
258,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,31
259,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,31
260,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,31
261,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,31
262,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,31
263,"Hawaiian Tropic",75486112110,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,19.69,Ounce,3.40,$5.79/oz,$19.69,0,NULL,NULL,NULL,NULL,NULL,31
264,"Hawaiian Tropic",75486112141,1,"Hawaiian Tropic Mineral Skin Nourishing Milk SPF 50",69,18.99,Ounce,3.40,$5.59/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,31
265,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,18.99,Ounce,3.00,$6.33/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,31
266,"Hawaiian Tropic",75486091866,1,"Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50",70,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,31
267,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,31
268,"Banana Boat",79656024692,1,"Banana Boat Kids Sport Stick SPF 50",11,7.99,Ounce,0.50,$15.98/oz,$7.99,0,NULL,NULL,NULL,NULL,NULL,31
269,"Banana Boat",79656016819,1,"Banana Boat Kid's Sport Lotion, SPF 50",12,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,31
270,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,19
271,"Hawaiian Tropic",75486091859,1,"Hawaiian Tropic Silk Hydration Lotion Sunscreen, SPF 30",73,10.99,Ounce,6.00,$1.83/oz,$10.99,0,NULL,NULL,NULL,NULL,NULL,19
272,Neutrogena,86800110804,1,"Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50",1,16.99,Each,1.00,NULL,$16.99,0,NULL,NULL,NULL,NULL,NULL,19
273,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,19
274,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,19
275,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,19
276,Neutrogena,86800110828,1,"Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50",4,19.99,Ounce,3.00,$6.66/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,19
277,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,15.49,Ounce,6.00,$2.58/oz,$15.49,0,NULL,NULL,NULL,NULL,NULL,19
278,"Banana Boat",79656024340,1,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",47,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,19
279,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,11.49,Ounce,8.00,$1.44/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,19
280,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,12.99,Ounce,8.00,$1.62/oz,$14.59,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,19
281,"Banana Boat",79656004229,1,"Banana Boat Ultra Sport Performance SPF 30 Sunscreen",48,11.99,Ounce,10.00,$1.20/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,19
282,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,11.99,Ounce,6.00,$2.00/oz,$13.29,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,19
283,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,19
284,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,13.49,Ounce,8.00,$1.69/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,19
285,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,12.49,Ounce,6.00,$2.08/oz,$13.99,1,12.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.49,19
286,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,13.69,Ounce,1.70,$8.05/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,19
287,Neutrogena,86800110811,1,"Neutrogena Sheer Zinc Face Dry-Touch Sunscreen Broad Spectrum SPF 50 For Sensitive Skin",18,17.99,Ounce,2.00,$9.00/oz,$17.99,0,NULL,NULL,NULL,NULL,NULL,19
288,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,19
289,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,12.49,Ounce,8.00,$1.56/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,19
290,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,19
291,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,19
292,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,19
293,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,19
294,"Hawaiian Tropic",75486091866,1,"Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50",70,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,19
295,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,19
296,"Sun Bum",871760000322,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,13.99,Ounce,3.00,$4.66/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,43
297,"Hawaiian Tropic",75486091828,1,"Hawaiian Tropic Sunscreen Mist, Antioxidant+, SPF 30",76,13.69,Ounce,3.40,$4.03/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,43
